,Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
16628,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2019,231.44,44.33,,,,
16629,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020,358.68,86.47,,,,
16630,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021,587.72,96.12,,,,
16631,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022,535.92,116.03,,,,
16632,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2023,718.64,129.03,,,,
16633,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2024,,134.32,,,,
16634,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2006,,,,71.8,,
16635,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2007,,,,57.11,,
16636,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2009,,,,21.94,,
16637,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2011,,,,1.35,,
16638,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2012,,,,3.46,,
16639,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2015,,,,209.63,,
16640,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biodiesel,All types,2022,,,,15.49,,
16641,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biogasoline,All types,2006,,,,11.53,,
16642,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biogasoline,All types,2018,,,,16.58,,
16643,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Biogasoline,All types,2021,,,,21.82,,
16644,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2016,1.93,0.32,,,,
16645,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2017,1.8,0.32,,,,
16646,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2018,1.92,0.32,,,,
16647,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2019,1.9,0.32,,,,
16648,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2020,1.76,0.32,,,,
16649,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2021,2.06,0.32,,,,
16650,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2022,1.62,0.32,,,,
16651,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2023,1.88,0.32,,,,
16652,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Conventional biogasoline,On-grid electricity,2024,,0.32,,,,
16653,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Liquid biofuels,All types,2010,,,,9.28,,
16654,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Liquid biofuels,All types,2014,,,,7.27,,
16655,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Liquid biofuels,All types,2018,,,,1.42,,
16656,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2000,185.29,2.71,,,,
16657,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2001,216.53,2.71,,,,
16658,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2002,165.03,2.71,,,,
16659,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2003,70.73,2.71,,,,
16660,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2004,46.77,2.71,,,,
16661,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2005,55.97,2.71,,,,
16662,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2006,22.14,2.71,,,,
16663,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2007,33.11,2.71,,,,
16664,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2008,15.83,2.71,,,,
16665,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2009,17.3,2.71,,,,
16666,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2010,5.07,2.71,,,,
16667,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2011,10.4,4.35,,,,
16668,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2012,12.5,4.35,,,,
16669,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2013,14.99,4.35,,,,
16670,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2014,25.13,4.35,,,,
16671,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2015,30.67,4.35,,,,
16672,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2016,26.17,4.35,,,,
16673,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2017,24.46,4.35,,,,
16674,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2018,26.05,4.35,,,,
16675,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2019,25.75,4.35,,,,
16676,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2020,23.86,4.35,,,,
16677,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2021,28.0,4.35,,,,
16678,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2022,54.39,17.18,,,,
16679,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2023,100.76,17.18,,,,
16680,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2024,,17.18,,,,
16681,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2011,,2.14,,,,
16682,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2012,,2.14,,,,
16683,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2013,,2.14,,,,
16684,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2014,,2.14,,,,
16685,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2015,,2.14,,,,
16686,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,7.5,2.14,,,,
16687,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,7.5,2.14,,,,
16688,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,7.5,2.14,,,,
16689,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,7.5,2.14,,,,
16690,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,11.39,4.36,,,,
16691,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,28.68,12.01,,,,
16692,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,43.82,13.01,,,,
16693,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,46.89,13.76,,,,
16694,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2024,,13.76,,,,
16695,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,3664.36,2748.15,,,,
16696,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,4665.46,3355.75,,,,
16697,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,5367.46,3832.29,,,,
16698,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,6795.46,4024.25,,,,
16699,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,6966.95,4119.1,,,,
16700,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,7661.06,4253.05,,,,
16701,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,8403.45,4800.21,,,,
16702,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,11094.8,5127.25,,,,
16703,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,12139.38,5565.33,,,,
16704,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,14058.21,6571.37,,,,
16705,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2010,22364.26,8299.27,,,,
16706,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2011,22240.06,9167.18,,,,
16707,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2012,25065.51,9660.78,,,,
16708,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2013,29871.17,10509.85,,,,
16709,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2014,32557.2,11114.45,,,,
16710,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2015,34023.99,11332.85,,,,
16711,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2016,35235.7,11512.15,,,,
16712,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2017,35655.57,11575.65,,,,
16713,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2018,35435.0,11646.08,,,,
16714,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2019,36827.0,11676.03,,,,
16715,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020,38776.0,11929.97,,,,
16716,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021,34629.0,12022.33,,,,
16717,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022,32250.0,12309.33,,,,
16718,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2023,36532.0,12409.45,,,,
16719,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2024,,12685.02,,,,
16720,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2000,3006.0,703.82,,,,
16721,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2001,3111.0,707.02,,,,
16722,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2002,3515.0,945.02,,,,
16723,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2003,3881.0,945.02,,,,
16724,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2004,4219.53,945.02,,,,
16725,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2005,4482.0,945.02,,,,
16726,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2006,5198.9,1071.62,,,,
16727,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2007,5563.0,1071.62,,,,
16728,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2008,5453.44,1071.62,,,,
16729,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2009,6668.8,1246.72,,,,
16730,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2010,7168.04,1246.72,,,,
16731,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2011,7861.22,1246.72,,,,
16732,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2012,8014.08,1246.72,,,,
16733,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2013,8073.34,1460.82,,,,
16734,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2014,10477.5,1715.66,,,,
16735,Americas,Latin America and the Caribbean,Brazil,BRA,76,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2015,11051.16,1980.63,,,,
